SaleID,price
200000,1119.475
200001,1645.2797
200002,9279.36
200003,1166.8956
200004,2389.8762
200005,946.0289
200006,423.63376
200007,3520.4424
200008,14765.232
200009,597.99023
200010,489.69714
200011,2443.403
200012,5804.959
200013,8336.552
200014,2292.2847
200015,225.9383
200016,2196.108
200017,8661.479
200018,9453.34
200019,746.52716
200020,24426.662
200021,8175.0464
200022,2130.5605
200023,1537.1558
200024,900.93585
200025,8233.691
200026,798.26227
200027,16324.255
200028,5687.241
200029,8649.603
200030,19340.898
200031,7785.06
200032,550.00415
200033,15320.729
200034,1753.2898
200035,1694.5052
200036,18483.998
200037,6266.622
200038,1192.71
200039,314.89697
200040,499.0869
200041,25190.453
200042,391.2192
200043,8197.386
200044,29856.676
200045,568.8159
200046,15492.865
200047,18351.945
200048,2214.57
200049,3326.2583
200050,1045.745
200051,4434.025
200052,4810.5874
200053,450.05624
200054,19537.822
200055,10368.777
200056,5588.2256
200057,3072.7
200058,2871.8115
200059,6705.2188
200060,8524.942
200061,1469.3992
200062,5706.9194
200063,13143.377
200064,1343.778
200065,1867.8424
200066,580.16425
200067,9652.283
200068,144.55411
200069,19234.695
200070,10400.48
200071,411.1339
200072,6052.1567
200073,18054.766
200074,3439.572
200075,12500.775
200076,1518.8005
200077,638.0397
200078,368.41544
200079,2830.345
200080,4098.9585
200081,1893.0621
200082,4108.9175
200083,-27.420053
200084,1268.7769
200085,4394.646
200086,11147.506
200087,1927.2003
200088,2661.4517
200089,45262.55
200090,2621.3804
200091,259.1285
200092,1935.3646
200093,17684.592
200094,7359.782
200095,5503.555
200096,2245.6494
200097,1189.0211
200098,379.01385
200099,22414.182
200100,26399.07
200101,8704.244
200102,1735.7471
200103,14452.999
200104,6261.737
200105,3397.6853
200106,11661.564
200107,2223.9275
200108,22806.393
200109,9183.528
200110,1838.1213
200111,1664.94
200112,2026.2577
200113,647.8593
200114,2328.1897
200115,1100.1364
200116,14075.649
200117,17228.611
200118,76547.43
200119,218.58789
200120,4017.8286
200121,2905.6194
200122,654.7731
200123,2329.2764
200124,71605.53
200125,682.258
200126,2752.1055
200127,15382.934
200128,1690.2528
200129,6630.833
200130,4094.4546
200131,2880.2395
200132,2372.6582
200133,3244.6108
200134,1227.6499
200135,2380.8132
200136,3993.1162
200137,1250.6686
200138,11120.69
200139,9561.272
200140,2265.7864
200141,1446.1033
200142,5759.0137
200143,5472.392
200144,919.70703
200145,5957.3267
200146,2572.9556
200147,3755.1055
200148,1942.5085
200149,182.36313
200150,13937.215
200151,4945.136
200152,479.84012
200153,462.2065
200154,7090.7866
200155,2555.2815
200156,15130.459
200157,9602.914
200158,14688.549
200159,19275.078
200160,7687.767
200161,8362.968
200162,7276.9146
200163,1357.8491
200164,24617.57
200165,16183.002
200166,25431.662
200167,3622.9487
200168,53069.176
200169,777.4112
200170,2599.61
200171,8041.2646
200172,1456.0095
200173,34792.52
200174,920.04315
200175,2317.2297
200176,8676.031
200177,7007.233
200178,3779.9072
200179,3884.1804
200180,673.2212
200181,15668.659
200182,4498.5156
200183,5297.4277
200184,2156.8262
200185,4846.637
200186,3387.1199
200187,4507.8354
200188,11157.078
200189,11892.706
200190,3262.8203
200191,4801.849
200192,1080.1833
200193,3478.3967
200194,9285.852
200195,1951.6729
200196,833.1585
200197,38429.965
200198,1205.2567
200199,4296.178
200200,829.61536
200201,8654.351
200202,2136.3904
200203,1747.7637
200204,9985.84
200205,6206.1294
200206,1516.2855
200207,5956.637
200208,6128.2017
200209,1961.524
200210,11273.554
200211,7071.2295
200212,6694.8374
200213,9653.069
200214,24717.336
200215,7722.9595
200216,3265.9343
200217,1153.8954
200218,10115.328
200219,506.677
200220,2416.396
200221,7374.3135
200222,2302.1658
200223,857.916
200224,14957.412
200225,2655.1526
200226,904.69354
200227,11484.469
200228,-278.57098
200229,6968.8794
200230,8501.428
200231,6527.9097
200232,1076.913
200233,6934.863
200234,-133.61049
200235,8422.873
200236,7817.7563
200237,4169.9517
200238,11586.767
200239,9027.435
200240,27645.49
200241,11492.759
200242,3689.352
200243,2819.5034
200244,6095.949
200245,3648.5203
200246,5038.058
200247,1784.8406
200248,259.0615
200249,9003.992
200250,27995.016
200251,9575.139
200252,812.02014
200253,8445.862
200254,11268.556
200255,7923.7803
200256,3019.376
200257,12189.129
200258,4170.222
200259,8607.428
200260,1570.4353
200261,5883.4814
200262,2305.969
200263,9322.404
200264,7146.0645
200265,4463.8525
200266,1499.0286
200267,12520.8545
200268,10990.763
200269,4487.7085
200270,9578.113
200271,2917.436
200272,3384.8594
200273,25537.94
200274,522.2248
200275,14522.572
200276,2278.8015
200277,3135.9458
200278,1817.4911
200279,8193.174
200280,3237.459
200281,710.02216
200282,14470.959
200283,6856.1177
200284,-110.683395
200285,6370.012
200286,2754.6091
200287,14704.154
200288,13390.335
200289,3154.8882
200290,8921.553
200291,10822.46
200292,2333.211
200293,8807.157
200294,7531.306
200295,4920.395
200296,2793.6326
200297,7839.038
200298,-655.38043
200299,5011.101
200300,5396.252
200301,5926.5093
200302,1604.8224
200303,6922.368
200304,2633.863
200305,2732.8418
200306,988.5581
200307,24391.178
200308,5687.726
200309,1945.5802
200310,936.6157
200311,1202.9045
200312,15169.244
200313,1834.1504
200314,4999.017
200315,4491.742
200316,34421.605
200317,2673.5957
200318,394.80902
200319,9013.647
200320,4048.166
200321,35876.3
200322,18147.508
200323,1597.7117
200324,28524.523
200325,4496.074
200326,2512.343
200327,35503.703
200328,2138.3303
200329,9562.048
200330,1884.1753
200331,1592.7052
200332,11775.767
200333,123.28284
200334,514.9095
200335,3568.4624
200336,1601.2612
200337,1125.1095
200338,1724.7759
200339,14998.353
200340,28987.082
200341,2902.9443
200342,6264.6475
200343,2282.5159
200344,5189.4194
200345,10719.261
200346,1102.2384
200347,14002.274
200348,10739.073
200349,-1122.5353
200350,11327.746
200351,2416.4358
200352,608.0455
200353,1276.9615
200354,3914.3257
200355,652.31165
200356,4772.9683
200357,1449.621
200358,2800.7515
200359,7480.3433
200360,15953.508
200361,1503.0372
200362,2304.5583
200363,1801.8282
200364,6040.4126
200365,11434.723
200366,1023.7932
200367,8011.859
200368,5717.029
200369,4851.8105
200370,465.7035
200371,10964.0
200372,1074.8239
200373,141.33261
200374,1841.2422
200375,1237.2964
200376,2494.6843
200377,2019.2781
200378,1360.8307
200379,1957.3455
200380,811.7281
200381,3587.607
200382,31850.703
200383,2653.8833
200384,3426.779
200385,731.8114
200386,586.2874
200387,7453.71
200388,8464.47
200389,7207.978
200390,-731.97485
200391,4241.869
200392,948.9433
200393,2601.7642
200394,2990.007
200395,78.44078
200396,3242.1506
200397,963.4571
200398,2684.3245
200399,1091.1276
200400,1533.9946
200401,4582.7974
200402,3083.5713
200403,4108.416
200404,-167.6482
200405,604.0866
200406,2056.9226
200407,1553.737
200408,7146.939
200409,11663.812
200410,6104.702
200411,-227.92583
200412,20996.227
200413,11644.694
200414,5071.2104
200415,10494.461
200416,8172.072
200417,1818.7572
200418,-1312.9916
200419,17599.844
200420,30586.467
200421,2731.449
200422,1506.7523
200423,1176.3207
200424,76927.42
200425,10208.182
200426,5484.329
200427,21906.643
200428,1857.274
200429,5514.3022
200430,5052.215
200431,1901.8611
200432,4309.0474
200433,15552.675
200434,674.04614
200435,5456.048
200436,10102.397
200437,791.42255
200438,-366.99216
200439,2020.865
200440,1457.8586
200441,3051.4324
200442,3589.6191
200443,6962.034
200444,1400.6307
200445,3027.1392
200446,4494.7754
200447,9029.226
200448,14651.388
200449,1066.2072
200450,2882.023
200451,1111.9513
200452,3512.3635
200453,3083.3142
200454,3002.899
200455,9026.868
200456,1108.1921
200457,1368.2587
200458,762.8356
200459,4463.9717
200460,2602.4211
200461,4068.9673
200462,5534.494
200463,7580.708
200464,1388.7238
200465,11140.185
200466,2134.0413
200467,3786.4902
200468,2325.1045
200469,294.66537
200470,9359.282
200471,312.1767
200472,7735.896
200473,51597.875
200474,2637.4326
200475,3777.8428
200476,14096.989
200477,4683.642
200478,5463.889
200479,722.03815
200480,6779.6064
200481,1848.868
200482,1290.4816
200483,2705.9175
200484,2068.737
200485,4710.507
200486,5708.7417
200487,12347.753
200488,1084.9756
200489,6114.2695
200490,12223.131
200491,8520.226
200492,18386.424
200493,-163.09921
200494,3505.836
200495,7913.607
200496,204.81349
200497,509.61542
200498,15928.939
200499,734.8141
200500,5719.269
200501,4190.0947
200502,1949.4702
200503,373.2578
200504,2922.0583
200505,6189.676
200506,189.77196
200507,3843.846
200508,3808.965
200509,996.7767
200510,8794.613
200511,10764.953
200512,25603.924
200513,12731.249
200514,16486.988
200515,671.3881
200516,24343.473
200517,8919.055
200518,2214.379
200519,13697.209
200520,1965.8208
200521,22782.549
200522,162.62589
200523,4911.134
200524,10463.998
200525,451.19086
200526,364.53284
200527,4546.709
200528,2784.5703
200529,671.3672
200530,7653.6074
200531,10320.051
200532,1966.0944
200533,25221.734
200534,1345.4905
200535,506.35468
200536,1083.9855
200537,1249.1843
200538,4394.542
200539,6939.8145
200540,2821.749
200541,2663.97
200542,2739.4734
200543,5073.307
200544,363.5837
200545,3430.182
200546,5794.437
200547,3620.408
200548,2203.1199
200549,22752.074
200550,8409.514
200551,96.60581
200552,11730.062
200553,204.49559
200554,12034.853
200555,3049.7556
200556,3144.523
200557,13111.458
200558,6334.475
200559,388.9203
200560,2771.3801
200561,4524.518
200562,26067.207
200563,6553.097
200564,9580.247
200565,26291.35
200566,7928.347
200567,2049.0742
200568,10326.854
200569,226.9015
200570,1897.5939
200571,2604.3157
200572,15457.425
200573,18821.926
200574,925.3684
200575,1357.7875
200576,139.25616
200577,719.65216
200578,32929.926
200579,252.99344
200580,5598.2915
200581,1377.1534
200582,6129.0493
200583,1135.6504
200584,23315.305
200585,8426.664
200586,5282.6587
200587,5748.2607
200588,4835.3926
200589,2564.5525
200590,250.21425
200591,11616.38
200592,3962.0234
200593,12361.955
200594,9143.34
200595,418.83664
200596,4673.0063
200597,29291.328
200598,11306.687
200599,3447.2441
200600,9012.2295
200601,13435.916
200602,9911.45
200603,29834.686
200604,14595.143
200605,1429.2975
200606,3585.0422
200607,10448.006
200608,10195.274
200609,751.1317
200610,7821.701
200611,15329.6455
200612,11651.064
200613,1204.8333
200614,771.6114
200615,1022.49005
200616,2834.2798
200617,2635.8127
200618,5582.5586
200619,263.22702
200620,2954.8494
200621,10947.79
200622,6511.722
200623,19821.854
200624,1163.9799
200625,814.80597
200626,2568.7444
200627,9691.1045
200628,10863.023
200629,7401.5522
200630,2037.4467
200631,18888.186
200632,192.7036
200633,7021.867
200634,2383.468
200635,4910.0864
200636,15886.463
200637,20878.443
200638,427.46136
200639,4117.242
200640,1332.0687
200641,2463.1082
200642,917.13196
200643,6779.1226
200644,38535.312
200645,2180.6743
200646,7602.1543
200647,13843.495
200648,-932.31274
200649,4160.092
200650,6496.1504
200651,878.7788
200652,584.8016
200653,6183.635
200654,1904.7491
200655,16348.443
200656,2168.39
200657,5395.4395
200658,7728.3657
200659,3303.8494
200660,5114.1895
200661,8840.709
200662,1740.6802
200663,1020.8046
200664,1929.8444
200665,6083.015
200666,1826.319
200667,14349.542
200668,33955.996
200669,1359.0118
200670,8257.129
200671,1300.4923
200672,985.6251
200673,16075.609
200674,5415.78
200675,6654.698
200676,6464.0073
200677,10215.161
200678,2042.038
200679,2036.0195
200680,6687.495
200681,2769.0452
200682,2956.9915
200683,181.62357
200684,358.0159
200685,1034.356
200686,2829.8147
200687,2623.4902
200688,724.83075
200689,12520.755
200690,974.5853
200691,1842.5779
200692,3482.3171
200693,6235.487
200694,325.61847
200695,354.54214
200696,9444.957
200697,3399.988
200698,30527.46
200699,285.71576
200700,1788.5151
200701,8626.168
200702,787.62103
200703,7749.5825
200704,517.1346
200705,929.20874
200706,5128.749
200707,1837.1559
200708,482.63748
200709,2598.0867
200710,263.6746
200711,5251.6675
200712,12134.727
200713,10902.728
200714,1905.0508
200715,41634.008
200716,1710.8639
200717,2742.313
200718,3820.9949
200719,3519.1692
200720,2152.7354
200721,1648.3563
200722,3115.9282
200723,4166.511
200724,737.6769
200725,2027.0775
200726,-243.02696
200727,287.3464
200728,3712.5615
200729,3928.042
200730,4615.93
200731,5349.7495
200732,801.33936
200733,6776.3613
200734,2121.415
200735,939.592
200736,15395.743
200737,11761.752
200738,1751.8921
200739,261.58237
200740,6432.077
200741,2453.4377
200742,7542.68
200743,10464.29
200744,2290.0657
200745,4288.2866
200746,1101.5138
200747,1443.7744
200748,50707.42
200749,444.3012
200750,12984.46
200751,6632.6206
200752,2348.294
200753,4872.5884
200754,2882.2307
200755,3387.7437
200756,4883.9473
200757,3357.753
200758,1940.3353
200759,263.7445
200760,19447.604
200761,3935.8552
200762,2406.2834
200763,2574.3965
200764,1016.53656
200765,15621.839
200766,1298.1907
200767,800.1212
200768,1128.1805
200769,13896.381
200770,-165.74147
200771,4779.282
200772,5387.587
200773,4832.387
200774,12587.633
200775,2425.7217
200776,2787.7932
200777,2994.344
200778,5312.0044
200779,3610.0723
200780,775.9091
200781,6233.281
200782,896.0877
200783,57909.7
200784,1288.5745
200785,1577.5331
200786,5314.0063
200787,3727.5066
200788,9398.143
200789,2659.3696
200790,3251.7725
200791,5604.197
200792,4119.8
200793,3983.6147
200794,25542.592
200795,3897.4678
200796,257.38016
200797,6808.0146
200798,4171.8794
200799,29234.389
200800,2331.5967
200801,666.9159
200802,-1352.6182
200803,1762.047
200804,4062.8884
200805,12398.32
200806,6052.6143
200807,533.1004
200808,3113.9917
200809,4526.388
200810,3254.3696
200811,783.6938
200812,3618.0781
200813,22077.719
200814,1218.0435
200815,2096.8982
200816,11466.779
200817,1028.7366
200818,7478.241
200819,6663.0083
200820,778.67615
