SaleID,price
200000,1190.8053
200001,1762.717
200002,8659.6045
200003,1252.2361
200004,2020.9242
200005,1466.4761
200006,471.96622
200007,3558.971
200008,13119.227
200009,611.50464
200010,610.41736
200011,2478.234
200012,5828.5557
200013,8066.2695
200014,2151.42
200015,255.01947
200016,2026.665
200017,8417.701
200018,7835.153
200019,774.7256
200020,24620.299
200021,7152.817
200022,1994.2362
200023,1531.8771
200024,1008.7654
200025,8456.402
200026,674.6621
200027,13800.529
200028,4485.0854
200029,8245.158
200030,17009.084
200031,11310.265
200032,613.91125
200033,14592.458
200034,441.98706
200035,1623.4559
200036,15214.284
200037,6196.634
200038,1421.4534
200039,285.73166
200040,616.7255
200041,25079.518
200042,431.60773
200043,7843.805
200044,19100.854
200045,630.2208
200046,14787.889
200047,17031.621
200048,2319.3545
200049,3156.8228
200050,926.86414
200051,4380.9126
200052,3209.6665
200053,446.23294
200054,13419.459
200055,10294.871
200056,6100.8877
200057,3423.3901
200058,1721.5487
200059,5271.1997
200060,8476.123
200061,1382.7611
200062,5469.089
200063,8712.918
200064,1365.065
200065,1662.5961
200066,521.51685
200067,9616.132
200068,144.88669
200069,19361.545
200070,9463.915
200071,359.8709
200072,6242.422
200073,18425.637
200074,3895.3699
200075,10972.177
200076,3776.7239
200077,453.11853
200078,386.81158
200079,2909.9653
200080,3488.8948
200081,2099.3093
200082,4154.3696
200083,379.82355
200084,1269.8939
200085,2428.7632
200086,7610.7065
200087,2808.439
200088,2596.8398
200089,41912.656
200090,2762.2976
200091,248.38177
200092,1872.8885
200093,16077.835
200094,6944.9087
200095,5589.747
200096,2371.933
200097,1214.9474
200098,399.88953
200099,20213.95
200100,23203.48
200101,8268.971
200102,1825.0776
200103,11705.258
200104,5809.119
200105,3698.8438
200106,9143.346
200107,1935.5692
200108,16085.575
200109,8373.425
200110,1009.35
200111,1664.5546
200112,1848.0739
200113,810.354
200114,2111.8616
200115,1284.7047
200116,13744.883
200117,17030.93
200118,72750.81
200119,199.00183
200120,3306.6602
200121,2678.8503
200122,692.7492
200123,2293.6553
200124,59473.895
200125,709.7271
200126,3008.9673
200127,15273.812
200128,1546.0919
200129,6042.9907
200130,3993.3887
200131,3160.652
200132,1669.6938
200133,2934.0022
200134,1218.756
200135,3204.644
200136,3766.0034
200137,1088.3936
200138,10347.742
200139,7082.124
200140,2390.7307
200141,1509.2859
200142,5748.847
200143,5397.174
200144,1235.4583
200145,6073.105
200146,2582.2224
200147,4484.483
200148,2546.5515
200149,258.24106
200150,11122.874
200151,5228.548
200152,928.84204
200153,498.4458
200154,7460.852
200155,2640.4844
200156,16283.87
200157,8844.358
200158,11097.182
200159,23327.28
200160,7141.636
200161,7342.076
200162,6627.3306
200163,2011.4481
200164,19803.26
200165,15436.137
200166,24949.756
200167,3519.1616
200168,39248.23
200169,863.74207
200170,2586.5413
200171,8526.425
200172,2205.8872
200173,35507.484
200174,651.0063
200175,2606.3228
200176,8122.5986
200177,6184.6807
200178,4416.5312
200179,4212.197
200180,861.3225
200181,18570.594
200182,4291.298
200183,2585.0522
200184,2220.9202
200185,4597.1436
200186,3244.319
200187,5419.367
200188,9649.822
200189,11575.113
200190,3453.9153
200191,3551.3474
200192,1140.6514
200193,4013.2556
200194,8527.269
200195,2387.0193
200196,939.602
200197,23408.873
200198,1522.8308
200199,4381.576
200200,800.69653
200201,7873.182
200202,2163.582
200203,1771.8204
200204,8731.429
200205,5476.793
200206,1562.8701
200207,5621.4697
200208,5549.79
200209,1560.9652
200210,13760.99
200211,6036.738
200212,7016.055
200213,9009.258
200214,19610.734
200215,7623.8354
200216,3106.412
200217,1140.815
200218,10358.361
200219,1026.1989
200220,2652.8167
200221,8016.441
200222,2377.5588
200223,906.971
200224,13699.336
200225,3152.7166
200226,1159.1825
200227,9503.5625
200228,127.44998
200229,6951.4536
200230,9384.12
200231,4791.274
200232,1030.6444
200233,7285.5586
200234,241.72762
200235,8348.544
200236,10327.756
200237,4469.303
200238,7562.05
200239,9521.093
200240,24519.947
200241,11017.151
200242,3876.814
200243,2816.9207
200244,6162.8555
200245,4054.0889
200246,4306.581
200247,1716.0652
200248,249.08023
200249,9768.34
200250,29978.906
200251,10041.653
200252,731.756
200253,7841.9126
200254,11073.927
200255,7656.7935
200256,2782.99
200257,9716.0625
200258,4220.871
200259,7765.513
200260,1677.4805
200261,4531.9683
200262,2603.0942
200263,9669.802
200264,6890.562
200265,5412.34
200266,1472.726
200267,13839.317
200268,8101.3057
200269,3723.851
200270,9803.782
200271,2880.686
200272,3306.518
200273,21072.861
200274,435.2528
200275,14468.733
200276,2217.3794
200277,3107.8777
200278,2003.298
200279,8048.1685
200280,3425.5508
200281,740.4142
200282,12407.475
200283,6445.567
200284,505.68735
200285,5899.9507
200286,2507.9492
200287,12223.695
200288,12552.521
200289,3060.852
200290,8345.982
200291,10589.543
200292,2135.4568
200293,8444.108
200294,6637.933
200295,2048.9934
200296,2639.5422
200297,7838.5767
200298,1017.2572
200299,4635.664
200300,5586.23
200301,5136.975
200302,1515.7015
200303,6422.974
200304,2482.396
200305,3719.482
200306,1672.557
200307,18849.82
200308,3112.905
200309,1592.9635
200310,1029.1158
200311,1286.3062
200312,11308.942
200313,1824.1522
200314,5321.21
200315,2762.292
200316,37736.797
200317,2724.7173
200318,639.45386
200319,9713.749
200320,3264.5059
200321,30941.244
200322,15226.601
200323,1384.0819
200324,26620.3
200325,5265.0254
200326,2456.6343
200327,27821.383
200328,1193.6445
200329,8277.57
200330,1950.8677
200331,1600.0437
200332,11736.6045
200333,1178.4592
200334,487.2171
200335,2127.9275
200336,1491.2163
200337,1145.6273
200338,1634.4933
200339,13965.624
200340,27825.033
200341,2687.5398
200342,6244.9453
200343,1822.0627
200344,5062.6177
200345,7136.481
200346,1128.1038
200347,11837.031
200348,10377.322
200349,504.39575
200350,11402.937
200351,2380.7705
200352,1088.6992
200353,1717.205
200354,3640.93
200355,694.1824
200356,4665.2783
200357,1759.8778
200358,2972.501
200359,8492.428
200360,16404.457
200361,1728.5256
200362,2171.527
200363,1673.5118
200364,6611.216
200365,8864.026
200366,1319.267
200367,7794.8374
200368,6224.1987
200369,4953.1914
200370,1347.911
200371,10669.429
