SaleID,price
200000,1237.081
200001,2302.231
200002,8875.176
200003,1077.4742
200004,2047.6345
200005,1008.8995
200006,436.33496
200007,3087.7522
200008,12264.745
200009,591.8889
200010,657.63464
200011,3541.263
200012,5886.9136
200013,7344.7866
200014,1086.8007
200015,289.10056
200016,1751.671
200017,8227.42
200018,7376.5293
200019,888.1714
200020,24101.729
200021,8374.782
200022,2116.1187
200023,1467.7587
200024,1061.3905
200025,7866.279
200026,500.46814
200027,12824.353
200028,4176.8965
200029,7759.993
200030,18664.586
200031,15707.655
200032,649.8317
200033,14497.934
200034,3400.217
200035,1961.4769
200036,13666.88
200037,5940.182
200038,1638.3698
200039,318.5157
200040,646.74695
200041,18504.5
200042,454.2755
200043,6603.116
200044,20336.473
200045,491.4566
200046,13973.971
200047,17752.451
200048,2267.4443
200049,3061.5723
200050,855.75446
200051,4333.8394
200052,4798.2446
200053,587.24316
200054,15169.446
200055,11558.691
200056,4846.0576
200057,3380.9639
200058,1665.3511
200059,5591.541
200060,8273.006
200061,1157.4958
200062,5636.576
200063,8251.829
200064,1324.2944
200065,1687.8435
200066,640.1023
200067,10191.848
200068,215.65262
200069,17056.014
200070,9482.811
200071,393.00525
200072,6561.9844
200073,17682.135
200074,4840.891
200075,8138.733
200076,3087.5037
200077,367.18582
200078,339.11572
200079,2528.5679
200080,3234.1777
200081,2203.4475
200082,4218.921
200083,373.69714
200084,1343.7935
200085,2055.144
200086,8099.4194
200087,3456.2617
200088,2549.2734
200089,42158.977
200090,2591.8652
200091,242.3996
200092,1491.9222
200093,16003.979
200094,6441.536
200095,5961.005
200096,2560.1528
200097,1144.0044
200098,438.02567
200099,28700.34
200100,21415.11
200101,7443.4023
200102,1871.3744
200103,10566.747
200104,5378.1377
200105,4401.6343
200106,8191.4233
200107,2293.0984
200108,15111.664
200109,7594.513
200110,1010.6957
200111,1845.6934
200112,1814.4105
200113,662.8834
200114,2283.9946
200115,1178.8728
200116,14346.206
200117,15127.4375
200118,81265.34
200119,219.7084
200120,3097.3745
200121,2619.3232
200122,637.79285
200123,2528.4026
200124,63691.055
200125,610.5891
200126,2932.601
200127,16821.127
200128,1746.5405
200129,6263.8345
200130,4231.064
200131,2223.3586
200132,1977.7396
200133,3402.1453
200134,1428.8236
200135,2940.8716
200136,4012.409
200137,418.64044
200138,10810.702
200139,7221.528
200140,2761.773
200141,1444.6946
200142,6639.9717
200143,3016.9014
200144,1426.8468
200145,6396.2246
200146,2653.6016
200147,4544.413
200148,1995.5784
200149,237.85388
200150,12282.182
200151,8481.535
200152,1087.9675
200153,567.4711
200154,7580.4277
200155,2432.587
200156,16293.272
200157,8077.8994
200158,11542.97
200159,2259.9373
200160,6915.526
200161,6818.237
200162,6817.1396
200163,3405.6814
200164,17670.988
200165,14685.488
200166,24500.027
200167,3959.732
200168,38324.395
200169,709.83765
200170,2376.6465
200171,8806.238
200172,1898.6998
200173,37597.41
200174,424.82748
200175,2567.882
200176,8923.346
200177,6616.1274
200178,5528.949
200179,3510.099
200180,894.74896
200181,15713.866
200182,4578.0273
200183,3408.2285
200184,2293.232
200185,4159.75
200186,5208.675
200187,6625.392
200188,10022.319
