20140901,331052990.31075567,316905618.8702978
20140902,331877940.4766579,337241077.99429
20140903,333892882.8318682,363238116.5009228
20140904,298321707.0134683,307461834.3149799
20140905,240752758.37826455,262795997.91369948
20140906,226613583.26193312,225862541.86858466
20140907,243555285.48224673,259207660.16159397
20140908,297085699.4853191,311539361.2811596
20140909,332128447.8282644,347735563.0243671
20140910,326522028.1349926,356233165.4802757
20140911,291685985.60359204,309261428.7957189
20140912,239271915.04311782,259839432.21459618
20140913,225354198.76689348,233900884.80759037
20140914,247527818.0533151,257809274.08962286
20140915,295092884.22198635,312540723.2288462
20140916,334501509.9142362,353715135.47252405
20140917,328084380.6478702,357351718.30223
20140918,292711877.7643768,314606486.4152726
20140919,244898085.20849913,262647043.17286596
20140920,227570404.85937592,238732954.26723343
20140921,253021237.98891687,261607665.34043768
20140922,298071246.58189136,315707877.73841023
20140923,336675227.0056911,358802904.55425376
20140924,332197370.9156174,361143111.2802099
20140925,294713005.49008244,319781345.35241777
20140926,250539385.6305369,267190754.9969242
20140927,231826240.93880907,243272607.17738596
20140928,257445008.09743547,266107445.17595813
20140929,302569344.5998946,319702897.6093057
20140930,338702585.9129187,363539803.93709105
