20140901,265379214.4058872,337572556.9188911
20140902,267339413.92023832,311512812.10912716
20140903,256691232.733333,313813117.18425596
20140904,237769675.61129856,295221357.5556867
20140905,199667901.2802775,284742752.22302693
20140906,147330019.35127312,230973887.9949843
20140907,153820350.50710005,249837801.33296567
20140908,260270528.57399672,338834310.5022508
20140909,262230728.08832815,312774565.6924795
20140910,251582546.9014648,315074870.76760733
20140911,232660989.77944383,296483111.1390953
20140912,194559215.4483484,286004505.806379
20140913,142221333.51938272,232235641.5784123
20140914,148711664.6752077,251099554.916312
20140915,255161842.7419663,340096064.0855233
20140916,257122042.25638184,314036319.27576864
20140917,246473861.0694332,316336624.35087466
20140918,227552303.9474351,297744864.72235495
20140919,189450529.61634243,287266259.38963103
20140920,137112647.68743724,233497395.16167516
20140921,143602978.84319362,252361308.4996059
20140922,250053156.9099359,341357817.6687958
20140923,252013356.4244008,315298072.85907066
20140924,241365175.23752588,317598377.93421036
20140925,222443618.1155033,299006618.305689
20140926,184341843.7844669,288528012.9729938
20140927,132003961.8554856,234759148.74499738
20140928,138494293.01126763,253623062.0828616
20140929,244944471.0780462,342619571.25209814
20140930,246904670.59248936,316559826.4423467
